gamma=0.1
10	7
20	4
30	4
40	5
50	5
60	6
70	8
80	6
90	4
100	6
110	6
120	4
130	6
140	5
150	5
160	6
170	6
180	5
190	3
200	3
210	6
220	5
230	4
240	5
250	5
260	7
270	6
280	2
290	2
300	1
310	3
320	5
330	5
340	3
350	5
360	2
370	6
380	4
390	4
400	5
410	2
420	3
430	5
440	6
450	2
460	3
470	3
480	2
490	1
500	3
510	3
520	5
530	3
540	1
550	4
560	4
570	2
580	3
590	2
600	0
610	2
620	3
630	3
640	3
650	1
660	1
670	4
680	3
690	2
700	3
710	2
720	3
730	2
740	2
750	4
760	2
770	3
780	3
790	2
800	0
810	1
820	3
830	3
840	3
850	5
860	3
870	2
880	1
890	3
900	2
910	2
920	1
930	0
940	1
950	2
960	0
970	3
980	4
990	1
1000	1
1010	3
1020	1
1030	5
1040	2
1050	1
1060	2
1070	2
1080	1
1090	4
1100	2
1110	0
1120	3
1130	1
1140	3
1150	2
1160	4
1170	2
1180	1
1190	1
1200	1
1210	1
1220	0
1230	3
1240	1
1250	0
1260	0
1270	1
1280	1
1290	2
1300	2
1310	1
1320	4
1330	4
1340	0
1350	3
1360	2
1370	1
1380	1
1390	1
1400	2
1410	1
1420	4
1430	3
1440	1
1450	3
1460	2
1470	1
1480	2
1490	3
1500	2
1510	3
1520	2
1530	1
1540	2
1550	1
1560	2
1570	3
1580	1
1590	0
1600	0
1610	2
1620	0
1630	1
1640	1
1650	3
1660	2
1670	1
1680	2
1690	2
1700	2
1710	1
1720	2
1730	1
1740	2
1750	1
1760	2
1770	1
1780	2
1790	0
1800	2
1810	1
1820	1
1830	3
1840	2
1850	1
1860	0
1870	2
1880	0
1890	2
1900	0
1910	1
1920	2
1930	1
1940	1
1950	1
1960	0
1970	7
1980	2
1990	0
2000	1
2010	0
2020	1
2030	1
2040	2
2050	0
2060	1
2070	2
2080	0
2090	1
2100	0
2110	1
2120	1
2130	1
2140	1
2150	2
2160	1
2170	0
2180	2
2190	1
2200	2
2210	1
2220	1
2230	2
2240	1
2250	0
2260	1
2270	1
2280	0
2290	1
2300	0
2310	0
2320	2
2330	3
2340	3
2350	1
2360	0
2370	1
2380	1
2390	1
2400	4
2410	2
2420	1
2430	1
2440	2
2450	2
2460	1
2470	0
2480	0
2490	1
2500	0
2510	1
2520	0
2530	2
2540	3
2550	4
2560	0
2570	2
2580	3
2590	0
2600	1
2610	1
2620	0
2630	0
2640	1
2650	2
2660	3
2670	1
2680	3
2690	2
2700	1
2710	0
2720	2
2730	0
2740	0
2750	2
2760	0
2770	0
2780	1
2790	1
2800	0
2810	1
2820	2
2830	1
2840	0
2850	2
2860	2
2870	3
2880	2
2890	1
2900	1
2910	1
2920	2
2930	1
2940	1
2950	2
2960	1
2970	0
2980	1
2990	1
3000	4
3010	3
3020	0
3030	1
3040	0
3050	1
3060	1
3070	1
3080	0
3090	1
3100	2
3110	1
3120	2
3130	0
3140	0
3150	2
3160	3
3170	0
3180	2
3190	3
3200	4
3210	1
3220	1
3230	1
3240	2
3250	0
3260	0
3270	2
3280	1
3290	1
3300	0
3310	3
3320	3
3330	0
3340	0
3350	1
3360	1
3370	0
3380	0
3390	1
3400	1
3410	2
3420	1
3430	1
3440	0
3450	0
3460	1
3470	0
3480	1
3490	3
3500	1
3510	4
3520	2
3530	1
3540	1
3550	0
3560	4
3570	1
3580	0
3590	0
3600	2
3610	3
3620	0
3630	1
3640	1
3650	1
3660	2
3670	2
3680	2
3690	1
3700	1
3710	2
3720	1
3730	0
3740	1
3750	3
3760	0
3770	1
3780	1
3790	0
3800	1
3810	1
3820	1
3830	2
3840	0
3850	0
3860	1
3870	1
3880	1
3890	2
3900	1
3910	2
3920	0
3930	1
3940	0
3950	3
3960	0
3970	1
3980	0
3990	0
4000	1
4010	1
4020	1
4030	1
4040	0
4050	0
4060	0
4070	0
4080	0
4090	2
4100	1
4110	1
4120	0
4130	0
4140	2
4150	0
4160	1
4170	1
4180	1
4190	0
4200	1
4210	0
4220	0
4230	0
4240	0
4250	0
4260	0
4270	1
4280	0
4290	1
4300	0
4310	0
4320	0
4330	0
4340	1
4350	0
4360	0
4370	1
4380	1
4390	0
4400	0
4410	0
4420	1
4430	0
4440	0
4450	3
4460	0
4470	1
4480	0
4490	2
4500	0
4510	0
4520	0
4530	0
4540	0
4550	0
4560	0
4570	1
4580	0
4590	0
4600	0
4610	1
4620	0
4630	0
4640	0
4650	0
4660	1
4670	0
4680	0
4690	1
4700	1
4710	1
4720	0
4730	0
4740	1
4750	1
4760	0
4770	0
4780	0
4790	0
4800	0
4810	1
4820	0
4830	0
4840	0
4850	0
4860	0
4870	0
4880	0
4890	0
4900	1
4910	1
4920	0
4930	0
4940	0
4950	0
