lambda=0.1	lambda=0.3	lambda=0.7	lambda=1	
0.884761904761905	0.916111111111111	0.876025209358543	0.905555555555556	
0.900659340659341	0.963636363636364	0.944444444444444	0.873095238095238	
0.93030303030303	0.893997668997669	1	1	
0.941414141414141	0.86530303030303	0.828412698412698	0.838100233100233	
0.920726495726496	0.908333333333333	0.871428571428572	0.963636363636364	
0.984615384615385	0.895151515151515	1	1	
0.904761904761905	0.909230769230769	0.931818181818182	0.953246753246753	
0.883333333333333	0.924206349206349	0.888018648018648	0.916666666666667	
0.933333333333333	0.981818181818182	0.975	0.908333333333333	
0.903246753246753	0.951048951048951	0.966666666666667	0.895421245421245	
0.902929292929293	0.935897435897436	0.805873015873016	0.931216931216931	
0.85	0.887373737373737	0.863333333333334	0.97979797979798	
0.93006993006993	1	0.836010101010101	0.923484848484848	
1	0.892929292929293	0.936043956043956	0.957777777777778	
0.895454545454546	0.937777777777778	0.93	0.92	
0.96	0.923636363636364	0.948484848484848	0.977777777777778	
0.916835016835017	0.916433566433566	0.944444444444444	0.951428571428571	
0.920918587585254	0.872294372294372	0.98	1	
0.940740740740741	0.955106621773288	0.900488400488401	0.981818181818182	
0.884761904761905	0.898095238095238	0.908802308802309	0.956818181818182	
0.911111111111111	0.95	0.981481481481481	0.975	
0.912777777777778	1	0.920707070707071	0.773504273504273	
1	0.966666666666667	0.897393162393162	0.954761904761905	
0.949230769230769	0.902564102564103	0.929012345679012	0.958333333333333	
0.981481481481481	0.777328843995511	0.863636363636364	1	
0.901731601731602	0.906172839506173	0.92	0.919444444444445	
0.932539682539683	0.961818181818182	1	0.957777777777778	
0.794918044918045	0.98	0.937777777777778	0.952020202020202	
0.926282051282051	0.897710622710623	0.931428571428571	0.938095238095238	
0.94	0.943333333333333	0.977777777777778	0.98	
0.902941176470588	0.981818181818182	0.961111111111111	0.934761904761905	
0.904166666666667	0.965151515151515	0.846428571428571	0.953703703703704	
0.921111111111111	0.981818181818182	0.977777777777778	1	
0.975	0.984615384615385	0.880864197530864	1	
0.919230769230769	0.921428571428571	0.944444444444444	0.886262626262626	
0.95	1	1	0.844179894179894	
0.870707070707071	0.886493506493507	0.942857142857143	0.918636363636364	
0.925274725274725	1	0.977777777777778	0.946428571428572	
0.861135531135531	0.86452380952381	0.920454545454546	0.937777777777778	
0.853253968253968	1	0.942948717948718	0.862433862433862	
1	0.971428571428572	0.928787878787879	1	
0.971428571428572	0.919444444444445	0.95	0.981818181818182	
0.94	0.956818181818182	0.949230769230769	1	
0.95959595959596	0.943636363636364	0.968253968253968	0.982905982905983	
0.88241341991342	1	0.935185185185185	0.923636363636364	
0.913333333333333	1	0.941818181818182	0.8802553002553	
0.926282051282051	0.961818181818182	0.924747474747475	0.965151515151515	
0.940659340659341	0.898333333333333	1	0.901282051282051	
1	0.951428571428571	0.944444444444444	0.957777777777778	
0.971428571428572	1	0.951428571428571	0.930555555555556	
1	0.876666666666667	0.873095238095238	0.87702589807853	
0.936580086580087	1	0.9	0.915064935064935	
0.951048951048951	0.9	0.975	1	
0.983333333333333	0.954761904761905	0.951428571428572	0.934615384615385	
0.943333333333333	0.977777777777778	1	0.938034188034188	
0.969230769230769	0.944615384615385	0.975	0.95959595959596	
0.957777777777778	0.871666666666667	1	0.897777777777778	
0.981818181818182	0.908008658008658	0.89	1	
0.911428571428571	0.952777777777778	0.906043956043956	0.966666666666667	
0.984615384615385	0.938095238095238	0.933333333333333	0.98	
0.911976911976912	0.948051948051948	0.898484848484848	0.972222222222222	
0.948484848484848	0.938095238095238	0.948484848484848	0.977777777777778	
0.977777777777778	1	1	1	
0.93	0.903846153846154	0.983333333333333	0.95	
0.940151515151515	0.867777777777778	0.975308641975309	0.959615384615385	
0.917948717948718	0.962962962962963	0.98	0.911043956043956	
0.975	0.956818181818182	0.941414141414141	0.869357864357864	
0.886666666666667	1	0.816666666666667	0.981818181818182	
0.975	0.983333333333333	0.983333333333333	0.95959595959596	
0.907261904761905	0.966666666666667	0.888095238095238	0.93459595959596	
0.952777777777778	0.916818181818182	0.895454545454545	0.931024531024531	
0.981481481481481	0.935064935064935	0.98	0.975	
0.966666666666667	0.983333333333333	0.95959595959596	0.96	
0.971428571428571	0.941666666666667	0.971428571428572	0.962393162393162	
0.966666666666667	0.934761904761905	0.883333333333333	0.981818181818182	
0.828774928774929	0.95	0.931428571428571	0.891024531024531	
0.957777777777778	0.984615384615385	0.961818181818182	0.931428571428571	
0.93959595959596	0.957777777777778	0.98	0.983333333333333	
0.866580086580087	0.95	0.965151515151515	0.966666666666667	
0.911111111111111	0.935	0.916883116883117	0.940740740740741	
0.935897435897436	0.975	0.906349206349206	0.925151515151515	
0.903703703703704	0.959615384615385	0.938095238095238	1	
0.983333333333333	0.9	0.921818181818182	0.927777777777778	
0.944230769230769	1	0.963636363636364	1	
0.925454545454546	0.977777777777778	0.851341991341991	0.907407407407407	
0.896428571428572	0.848095238095238	0.969230769230769	0.983333333333333	
0.963333333333333	0.983333333333333	1	0.854761904761905	
0.959615384615385	0.96	0.963333333333333	0.934615384615385	
0.888095238095238	0.942857142857143	0.932777777777778	0.95959595959596	
0.95959595959596	0.916666666666667	0.977777777777778	1	
0.925274725274725	1	0.908802308802309	0.966666666666667	
0.850659340659341	0.887777777777778	1	0.916666666666667	
0.961818181818182	0.975	0.918437118437119	0.931818181818182	
0.966666666666667	0.936111111111111	1	0.95	
0.896428571428572	0.933333333333333	0.98	0.975	
0.885	0.955555555555555	0.961818181818182	0.93	
0.924242424242424	0.983333333333333	1	0.962393162393163	
0.955	0.933333333333333	0.961818181818182	0.977777777777778	
0.98	1	0.98	0.944444444444444	
1	0.961111111111111	0.977777777777778	0.931818181818182	
0.924675324675325	1	0.984615384615385	1	
0.931216931216931	0.97979797979798	1	0.954761904761905	
0.963333333333333	0.971428571428572	1	0.956818181818182	
0.926262626262626	0.966666666666667	0.983333333333333	0.943333333333333	
0.945151515151515	1	0.957777777777778	0.955555555555555	
0.954761904761905	0.984615384615385	0.938888888888889	0.905250305250305	
1	0.91	0.977777777777778	0.963636363636364	
0.941818181818182	0.898484848484848	0.893650793650794	0.971428571428571	
0.847008547008547	0.981481481481481	0.95	0.952020202020202	
0.95	1	0.95959595959596	0.981818181818182	
0.975	1	0.94	0.916818181818182	
0.927777777777778	0.941666666666667	0.888095238095238	1	
0.952564102564103	0.886580086580087	0.898484848484848	0.93459595959596	
0.948484848484848	0.975	0.95	1	
0.946428571428572	1	0.983333333333333	0.983333333333333	
0.966666666666667	1	1	1	
0.916666666666667	1	0.905626780626781	0.981818181818182	
0.901818181818182	0.957575757575758	0.908246753246753	0.967948717948718	
0.98	0.975	0.98	1	
0.981818181818182	1	0.932884399551066	0.95959595959596	
0.966666666666667	0.983333333333333	0.971428571428571	1	
1	1	0.955	0.981818181818182	
0.871428571428572	0.953246753246753	0.9	1	
0.925151515151515	0.931428571428571	0.909206349206349	1	
0.981818181818182	0.962962962962963	1	0.944444444444444	
0.97979797979798	0.946666666666667	1	1	
1	0.966666666666667	0.969230769230769	0.940740740740741	
1	0.957142857142857	0.901666666666667	0.968253968253968	
0.859523809523809	0.963333333333333	0.981818181818182	1	
0.955	0.926262626262626	0.965151515151515	0.971428571428571	
0.93030303030303	0.905555555555556	0.98	0.984615384615385	
0.8997668997669	0.977777777777778	0.919615384615385	0.983333333333333	
0.98	0.888095238095238	1	0.971428571428572	
0.971428571428572	0.937777777777778	1	0.966666666666667	
1	0.977777777777778	0.927777777777778	0.971428571428572	
0.87	0.933333333333333	1	0.963333333333333	
1	0.952777777777778	0.96	0.927777777777778	
0.956818181818182	0.934761904761905	0.9	0.915555555555555	
0.957777777777778	0.967948717948718	1	0.948484848484848	
1	0.946666666666667	0.971428571428572	1	
0.977777777777778	0.98	0.94	0.975	
0.948484848484848	0.971428571428571	0.941433566433566	1	
0.981818181818182	0.920707070707071	0.977777777777778	0.898095238095238	
0.898484848484849	0.9	0.981818181818182	0.946666666666667	
0.881691919191919	1	0.975308641975309	0.98	
0.901731601731602	0.944444444444444	0.955	0.981481481481481	
0.902564102564103	0.949206349206349	1	1	
0.971428571428572	1	0.956818181818182	0.98	
0.983333333333333	0.983333333333333	0.983333333333333	0.963636363636364	
0.905	0.946428571428572	1	1	
0.923636363636364	0.977777777777778	0.98	0.984615384615385	
0.966666666666667	0.983333333333333	1	1	
1	0.962962962962963	0.929230769230769	0.984615384615385	
0.905723905723906	0.94	1	1	
0.971428571428572	0.966666666666667	1	0.95959595959596	
0.97979797979798	0.983333333333333	0.930555555555556	0.918095238095238	
0.916883116883117	0.96	0.923636363636364	0.984615384615385	
0.951048951048951	0.912087912087912	0.975308641975309	0.981481481481482	
0.907651515151515	0.967948717948718	1	1	
0.966666666666667	1	0.93	0.975	
0.954761904761905	0.966666666666667	1	1	
1	1	1	0.95	
0.966666666666667	0.946969696969697	1	0.924211344211344	
1	1	1	0.953846153846154	
0.966666666666667	1	1	0.952777777777778	
0.921428571428571	1	1	0.95	
0.98	0.941414141414141	1	0.953703703703704	
0.913246753246753	0.981818181818182	1	1	
0.963333333333333	1	0.95	1	
0.96	1	0.977777777777778	0.984615384615385	
0.927777777777778	1	1	0.946428571428571	
0.952564102564103	1	0.95	0.977777777777778	
0.913636363636364	0.977777777777778	0.983333333333333	1	
0.951428571428571	0.963636363636364	0.981818181818182	1	
0.966666666666667	0.931428571428571	0.946031746031746	0.981818181818182	
0.975	0.981818181818182	0.975	0.975	
1	0.981818181818182	0.906433566433566	0.93459595959596	
0.926428571428572	1	0.962393162393162	0.977777777777778	
1	0.935064935064935	0.959615384615385	0.984615384615385	
0.981818181818182	0.977777777777778	1	0.98	
1	1	1	0.98	
1	0.943333333333333	0.975	0.977777777777778	
0.961818181818182	0.977777777777778	1	1	
0.969230769230769	1	0.915151515151515	0.953246753246753	
1	1	0.971428571428571	0.96	
0.969230769230769	0.939615384615385	0.975	1	
0.965151515151515	0.977777777777778	1	1	
0.96	0.977777777777778	1	1	
1	0.938636363636364	0.971428571428572	0.949206349206349	
1	0.983333333333333	1	1	
0.922929292929293	0.907564102564103	0.961111111111111	1	
0.926428571428571	0.977777777777778	0.961111111111111	1	
0.981818181818182	0.983333333333333	0.956818181818182	0.908333333333333	
0.945151515151515	0.975	0.983333333333333	1	
1	0.963333333333333	1	0.961111111111111	
0.98	0.981818181818182	1	1	
0.981818181818182	0.977777777777778	1	1	
0.95	1	0.975	0.98	
1	0.96	1	0.981818181818182	
0.902294372294372	1	0.98	1	
0.925151515151515	0.975	0.952564102564103	1	
0.942857142857143	0.95	0.93459595959596	1	
0.983333333333333	0.966666666666667	0.981818181818182	0.95	
1	1	0.966666666666667	1	
0.983333333333333	0.966666666666667	1	1	
0.96	1	0.98	1	
0.983333333333333	1	0.905555555555556	0.98	
0.96	0.966666666666667	1	1	
1	1	1	0.957777777777778	
0.934761904761905	0.983333333333333	1	1	
0.983333333333333	0.922539682539682	0.96	1	
0.948484848484848	1	1	1	
1	0.98	0.983333333333333	0.981818181818182	
0.966666666666667	0.975	1	0.949206349206349	
1	0.955555555555555	1	0.933333333333333	
1	1	1	0.971428571428572	
0.941818181818182	1	0.95	0.975	
1	1	0.941666666666667	1	
0.975	1	0.904761904761905	1	
0.965151515151515	0.916883116883117	1	1	
0.965151515151515	1	1	1	
0.931428571428571	0.957777777777778	0.981818181818182	1	
0.945151515151515	1	1	0.984615384615385	
0.983333333333333	1	1	1	
0.925	1	1	1	
0.981818181818182	0.96	0.977777777777778	1	
0.981818181818182	0.981818181818182	1	0.98	
1	0.984615384615385	1	1	
0.934761904761905	1	1	1	
