lambda=0.1	lambda=0.3	lambda=0.7	lambda=1	
0.975	0.95	0.975308641975309	0.956818181818182	
1	0.977777777777778	0.966666666666667	0.935	
0.981818181818182	0.977777777777778	0.941666666666667	1	
0.96	1	1	0.937373737373737	
0.906433566433567	0.98	0.977777777777778	1	
0.957777777777778	0.966666666666667	1	0.941666666666667	
0.951428571428571	0.966666666666667	0.921666666666667	0.952777777777778	
1	0.981818181818182	1	1	
0.951428571428571	1	1	0.946428571428572	
0.878484848484849	0.977777777777778	0.98	0.933246753246753	
0.95	1	1	1	
0.966666666666667	0.971428571428572	1	0.98	
0.981818181818182	1	0.971428571428572	1	
0.965151515151515	1	0.914285714285714	0.977777777777778	
0.981818181818182	1	0.966666666666667	0.981481481481482	
0.966666666666667	1	1	1	
0.983333333333333	0.95	0.977777777777778	1	
0.98	1	1	1	
0.898484848484848	0.96	0.922857142857143	1	
0.981818181818182	0.966666666666667	0.981818181818182	0.963333333333333	
1	1	0.968253968253968	1	
0.981818181818182	1	1	0.98	
0.983333333333333	0.971428571428572	1	1	
1	0.981818181818182	0.96	0.98	
0.951048951048951	1	0.98	0.922222222222222	
0.939057239057239	1	1	1	
1	0.956666666666667	0.983333333333333	0.981818181818182	
0.969230769230769	1	0.983333333333333	1	
0.933333333333333	0.947008547008547	0.971428571428572	0.94973544973545	
0.983333333333333	0.948484848484848	1	1	
0.981818181818182	1	0.952777777777778	0.972222222222222	
1	0.952777777777778	1	1	
0.981818181818182	1	1	0.931428571428571	
1	1	0.981818181818182	1	
0.98	0.956818181818182	1	0.977777777777778	
1	0.975	0.983333333333333	0.983333333333333	
0.95	1	1	0.98	
1	1	1	1	
0.963636363636364	1	1	1	
0.961818181818182	1	1	0.983333333333333	
0.931818181818182	1	1	0.98	
1	0.966666666666667	1	1	
0.983333333333333	0.975	1	0.957777777777778	
0.983333333333333	0.975	1	0.971428571428572	
1	1	1	1	
1	0.981818181818182	1	0.981818181818182	
0.948484848484848	0.975	0.914285714285714	1	
0.966666666666667	1	1	0.973333333333333	
0.983333333333333	1	1	1	
0.983333333333333	0.96	1	0.983333333333333	
0.929761904761905	1	0.98	0.977777777777778	
0.98	1	1	0.983333333333333	
0.983333333333333	0.915659340659341	0.971428571428572	1	
1	1	1	1	
0.965151515151515	0.981818181818182	0.983333333333333	0.983333333333333	
1	1	0.96	0.973333333333333	
1	1	0.98	0.984615384615385	
0.98	0.955555555555555	1	1	
0.98	1	1	1	
0.981818181818182	1	1	0.938095238095238	
0.977777777777778	0.981818181818182	0.98	0.98	
0.973333333333333	0.983333333333333	1	1	
0.963636363636364	1	1	0.971428571428571	
0.96	1	1	1	
0.981818181818182	1	0.975	1	
0.965151515151515	0.977777777777778	1	0.948484848484848	
1	0.98	1	0.933246753246753	
0.966666666666667	1	0.981818181818182	1	
0.975	1	0.981818181818182	1	
0.931428571428571	0.971428571428572	1	1	
0.983333333333333	1	1	0.981818181818182	
1	1	1	0.946666666666667	
0.95	1	1	1	
0.983333333333333	1	0.966666666666667	0.96	
0.97979797979798	1	1	0.983333333333333	
1	0.90952380952381	1	0.961111111111111	
0.983333333333333	1	1	1	
1	0.969230769230769	1	1	
1	1	0.951428571428571	1	
0.981818181818182	1	0.971428571428571	0.983333333333333	
0.977777777777778	0.977777777777778	0.933333333333333	1	
0.938636363636364	0.98	1	1	
0.97979797979798	1	1	0.981818181818182	
1	0.963636363636364	1	0.983333333333333	
0.98	1	1	1	
0.984615384615385	0.975	0.971428571428571	1	
1	0.977777777777778	1	0.977777777777778	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	0.956818181818182	1	0.98	
0.983333333333333	1	0.965151515151515	1	
0.983333333333333	1	0.975	1	
0.965151515151515	1	1	0.95	
0.945151515151515	0.96	1	0.977777777777778	
1	0.93	1	0.963333333333333	
1	1	0.984615384615385	1	
0.981818181818182	0.975	1	1	
1	1	0.981818181818182	1	
0.98	1	1	1	
1	0.966666666666667	1	1	
0.963636363636364	0.975	1	1	
0.925	1	1	1	
1	0.96	1	1	
0.961818181818182	0.981818181818182	1	1	
0.98	1	0.983333333333333	1	
0.964615384615385	0.981818181818182	0.98	1	
0.975	0.971428571428571	1	0.971428571428572	
0.963333333333333	1	0.966666666666667	1	
0.971428571428572	1	0.982905982905983	1	
1	1	1	1	
0.983333333333333	1	0.975	1	
1	0.966666666666667	1	1	
1	0.975	0.977777777777778	0.952777777777778	
0.966666666666667	1	0.971428571428572	0.971428571428572	
0.905151515151515	1	0.981818181818182	1	
0.969230769230769	1	0.951282051282051	0.977777777777778	
0.984615384615385	1	0.944444444444444	1	
0.971428571428572	1	0.983333333333333	1	
0.942857142857143	0.957777777777778	1	1	
1	1	1	0.957777777777778	
1	1	0.984615384615385	1	
0.983333333333333	0.981818181818182	1	1	
0.965151515151515	1	1	1	
1	0.977777777777778	1	1	
0.961818181818182	1	1	0.944444444444444	
0.971428571428571	1	1	0.981818181818182	
0.963333333333333	1	0.983333333333333	1	
0.983333333333333	1	0.95	0.977777777777778	
1	0.981818181818182	1	0.984615384615385	
0.983333333333333	1	1	1	
1	1	0.95	1	
1	1	0.981818181818182	0.966433566433566	
1	1	0.966666666666667	1	
1	0.977777777777778	1	1	
0.975	0.984615384615385	1	0.975	
1	1	1	1	
1	0.971428571428572	0.983333333333333	1	
0.977777777777778	1	1	1	
0.931818181818182	0.955555555555555	1	0.963333333333333	
0.96	1	1	1	
0.96	0.975	0.95	1	
1	0.938095238095238	1	1	
1	0.984615384615385	1	1	
0.975	1	1	1	
1	1	1	0.981818181818182	
0.98	0.984615384615385	1	1	
0.963333333333333	1	1	1	
0.963333333333333	1	1	1	
0.981818181818182	0.966666666666667	0.96	1	
1	1	1	0.975	
1	1	1	0.983333333333333	
1	1	0.96	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	0.981818181818182	0.955555555555555	0.983333333333333	
1	0.977777777777778	1	1	
1	1	1	0.98	
0.975	1	1	0.975	
1	1	1	0.981818181818182	
0.961818181818182	1	0.98	1	
1	0.981818181818182	1	1	
0.928484848484848	1	0.975	0.971428571428572	
0.965151515151515	1	1	1	
0.966666666666667	0.966666666666667	1	1	
1	1	1	1	
0.975	0.981818181818182	1	1	
0.98	1	0.981818181818182	0.966666666666667	
1	1	0.971428571428572	1	
1	1	1	0.966666666666667	
1	1	0.958333333333333	1	
0.965151515151515	1	1	1	
0.955	1	1	1	
1	1	1	1	
0.981818181818182	0.971428571428572	1	1	
0.961818181818182	1	1	0.944444444444444	
0.98	1	1	0.983333333333333	
0.975	1	1	1	
1	1	0.975	1	
0.98	0.975	0.975	1	
0.96	1	1	1	
0.98	0.971428571428572	1	1	
0.983333333333333	1	0.977777777777778	1	
0.92	0.981818181818182	1	0.95	
1	1	1	1	
0.977777777777778	1	1	1	
1	1	0.98	1	
0.981818181818182	1	1	1	
0.93959595959596	1	1	1	
0.983333333333333	1	0.971428571428572	1	
0.981818181818182	1	1	1	
0.98	0.971428571428572	1	1	
0.945151515151515	1	1	1	
1	1	1	1	
1	1	1	0.977777777777778	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	0.98	1	
0.963636363636364	1	1	1	
0.983333333333333	1	1	0.955555555555555	
1	0.95	1	1	
0.963333333333333	1	1	1	
1	0.975	1	1	
0.954761904761905	1	1	1	
0.96	0.977777777777778	1	0.96	
1	1	1	0.981818181818182	
0.981818181818182	0.983333333333333	0.981818181818182	1	
1	1	1	1	
0.983333333333333	1	1	0.977777777777778	
0.981818181818182	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
0.943333333333333	1	1	1	
0.961818181818182	0.981818181818182	1	0.933333333333333	
1	1	1	0.981818181818182	
0.908484848484849	1	0.916666666666667	1	
1	1	1	1	
0.93030303030303	0.961818181818182	1	1	
0.983333333333333	1	0.961818181818182	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.96	1	1	1	
1	0.96	1	0.975	
1	1	1	1	
0.943636363636364	1	1	1	
1	1	1	0.966666666666667	
0.98	1	1	1	
0.981818181818182	1	1	1	
0.96	1	1	1	
0.969230769230769	1	1	0.956818181818182	
0.983333333333333	1	1	0.983333333333333	
0.983333333333333	0.977777777777778	1	0.975	
0.983333333333333	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	0.913333333333333	1	
0.983333333333333	1	1	1	
0.96	1	0.888095238095238	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	0.981818181818182	
0.98	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
0.963636363636364	1	0.977777777777778	1	
1	1	1	1	
1	0.977777777777778	1	1	
0.977777777777778	1	1	0.98	
1	1	0.983333333333333	1	
0.98	1	1	0.977777777777778	
1	0.971428571428572	1	1	
1	1	1	0.966666666666667	
1	1	1	1	
0.966666666666667	1	1	1	
1	0.96	1	1	
0.966666666666667	1	1	1	
0.981818181818182	0.975	0.98	1	
0.94	1	1	1	
1	1	1	1	
0.961818181818182	1	1	0.983333333333333	
0.98	1	1	0.966666666666667	
1	1	0.95	1	
0.981818181818182	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	0.977777777777778	1	0.975	
1	0.96	1	1	
1	1	0.977777777777778	1	
0.95959595959596	1	1	1	
0.98	1	0.98	1	
0.981818181818182	0.977777777777778	1	0.977777777777778	
1	0.98	1	1	
1	1	1	1	
0.941818181818182	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
0.98	0.977777777777778	1	1	
0.983333333333333	1	0.975	1	
0.98	1	1	0.96	
1	1	1	0.98	
1	1	1	0.971428571428572	
1	1	1	1	
1	0.971428571428572	1	1	
0.96	0.983333333333333	0.977777777777778	1	
0.98	1	1	1	
1	1	1	1	
0.971428571428572	1	1	1	
0.965151515151515	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	0.977777777777778	0.981818181818182	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	1	1	1	
1	1	1	1	
0.961818181818182	1	1	1	
0.966666666666667	1	1	1	
0.981818181818182	1	1	1	
0.945151515151515	0.98	1	0.977777777777778	
1	0.971428571428572	1	0.975	
0.95	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
0.981818181818182	1	1	0.977777777777778	
0.98	1	1	1	
0.98	1	1	1	
0.98	0.98	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	0.975	1	
1	1	1	1	
0.963636363636364	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.983333333333333	0.935	1	1	
0.963333333333333	1	1	1	
1	1	1	1	
1	0.96	1	1	
1	0.983333333333333	1	0.971428571428572	
0.961818181818182	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.961818181818182	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
0.961818181818182	0.977777777777778	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
1	1	1	1	
0.961818181818182	1	0.97979797979798	1	
1	1	0.983333333333333	0.981818181818182	
0.965151515151515	1	1	0.981818181818182	
0.926969696969697	1	1	1	
1	1	1	1	
0.963636363636364	1	0.977777777777778	1	
0.963636363636364	0.98	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.98	1	1	0.977777777777778	
0.981818181818182	1	1	1	
0.965151515151515	1	1	1	
0.98	1	1	1	
0.977777777777778	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	0.984615384615385	
0.981818181818182	1	1	1	
0.977777777777778	1	1	0.975	
1	1	0.983333333333333	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.98	1	1	0.983333333333333	
0.96	1	0.983333333333333	1	
1	1	1	0.944444444444445	
0.966666666666667	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.963333333333333	1	1	1	
1	1	1	1	
0.966666666666667	1	1	0.981818181818182	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	0.96	1	1	
0.961818181818182	1	1	0.966666666666667	
1	1	1	1	
0.98	1	1	1	
1	0.983333333333333	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.981818181818182	0.977777777777778	1	1	
0.981818181818182	1	1	1	
0.965151515151515	0.983333333333333	1	1	
1	1	0.977777777777778	1	
1	1	1	1	
0.98	1	1	0.98	
0.943636363636364	1	1	1	
1	1	1	1	
0.98	0.981818181818182	1	1	
1	1	1	1	
1	1	1	1	
0.96	1	1	1	
0.983333333333333	1	1	1	
0.966666666666667	1	1	1	
0.94	0.984615384615385	1	1	
0.961818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	0.983333333333333	1	
0.983333333333333	0.981818181818182	1	1	
1	1	1	1	
1	1	1	1	
0.941818181818182	1	1	0.975	
1	1	1	1	
0.931428571428571	1	1	1	
0.963333333333333	1	1	1	
0.963636363636364	1	1	1	
0.931818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	0.98	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	0.983333333333333	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	0.981818181818182	1	1	
0.983333333333333	1	1	1	
0.966666666666667	1	1	1	
0.98	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
1	1	0.98	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.961818181818182	1	1	1	
0.981818181818182	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
0.983333333333333	0.975	1	1	
1	1	1	1	
0.983333333333333	1	0.983333333333333	1	
1	1	1	1	
0.965151515151515	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	0.983333333333333	
1	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	0.971428571428572	0.98	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	0.981818181818182	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.961818181818182	0.95	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.963333333333333	1	1	1	
1	1	1	1	
0.931024531024531	1	1	1	
0.965151515151515	1	1	1	
0.961818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.963333333333333	1	1	1	
0.975	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.963333333333333	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.963333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.981818181818182	1	0.971428571428572	1	
0.961818181818182	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.962962962962963	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	1	
0.98	1	0.981818181818182	1	
1	1	0.977777777777778	1	
0.965151515151515	1	1	1	
1	1	1	1	
1	1	1	1	
0.967948717948718	1	1	1	
1	1	1	1	
1	1	1	0.977777777777778	
1	1	1	1	
0.98	1	0.983333333333333	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.96	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.946666666666667	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	0.98	
1	1	1	1	
0.953246753246753	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.981818181818182	1	
0.903636363636364	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	0.98	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	0.977777777777778	
1	1	1	1	
0.963333333333333	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.963333333333333	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	0.966666666666667	
0.98	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.96	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.948484848484848	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	0.98	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.963636363636364	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
0.963333333333333	1	1	1	
0.983333333333333	1	1	1	
0.945151515151515	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.945151515151515	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	0.971428571428572	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
0.981818181818182	1	1	1	
0.981818181818182	1	1	1	
0.96	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.961818181818182	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
0.963333333333333	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.96	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.963333333333333	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.925151515151515	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.963333333333333	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.961818181818182	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.946969696969697	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.96	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
0.965151515151515	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
0.961818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.961818181818182	1	1	1	
0.98	1	1	1	
0.963333333333333	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
0.96	1	1	1	
0.965151515151515	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.981818181818182	1	1	1	
0.963636363636364	1	1	1	
0.983333333333333	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.963636363636364	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.91030303030303	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.961818181818182	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.961818181818182	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.946969696969697	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.963333333333333	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
1	1	1	1	
0.963333333333333	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.983333333333333	1	1	1	
0.981818181818182	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
0.965151515151515	1	1	1	
0.981818181818182	1	1	1	
0.98	1	1	1	
1	1	1	1	
0.966666666666667	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
0.961818181818182	1	1	1	
0.963333333333333	1	1	1	
1	1	1	1	
0.98	1	1	1	
0.963636363636364	1	1	1	
0.983333333333333	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
0.961818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
