gamma=0.1	gamma=0.3	gamma=0.7	gamma=0.9	
0.930864197530864	0.961111111111111	0.917857142857143	0.972222222222222	
1	0.788082505729565	0.909508547008547	0.889285714285714	
1	0.91	0.97979797979798	0.983333333333333	
0.977777777777778	0.963333333333333	0.981818181818182	0.905274725274725	
0.962393162393163	0.95959595959596	0.958333333333333	0.923333333333333	
1	0.951428571428571	1	0.949206349206349	
0.868398268398268	0.937777777777778	0.91459595959596	0.981481481481482	
1	0.911428571428571	1	0.947530864197531	
1	0.98	0.961818181818182	0.983333333333333	
0.957777777777778	0.963636363636364	0.873219373219373	0.882453102453102	
1	0.963636363636364	0.977777777777778	0.884343434343434	
0.927777777777778	0.9000777000777	0.984615384615385	0.931818181818182	
0.95	0.934761904761905	0.956818181818182	0.833333333333333	
1	0.925	0.954761904761905	0.981818181818182	
1	0.927777777777778	1	0.916818181818182	
0.977777777777778	0.975	0.981818181818182	0.98	
1	0.932777777777778	0.971428571428571	0.975	
0.983333333333333	1	0.952777777777778	0.895064935064935	
1	0.961818181818182	0.941818181818182	0.907407407407408	
0.908333333333333	0.951159951159951	0.925925925925926	0.923484848484848	
0.963333333333333	1	0.921428571428571	1	
0.93	0.934382284382284	0.942929292929293	0.891111111111111	
0.904761904761905	0.886984126984127	0.92	0.96	
0.933333333333333	0.904615384615385	0.971428571428572	1	
1	1	0.966666666666667	0.946666666666667	
0.862777777777778	0.907539682539683	0.925	0.98	
0.916883116883117	0.981481481481481	0.957777777777778	1	
1	0.888636363636364	0.977777777777778	0.977777777777778	
0.955	0.958333333333333	0.949206349206349	0.948484848484848	
0.971428571428571	1	1	0.873160173160173	
0.968253968253968	0.964705882352941	0.955106621773288	1	
0.946428571428572	0.981818181818182	1	0.981818181818182	
0.910662177328844	0.949206349206349	0.940740740740741	0.981818181818182	
0.975308641975309	1	1	0.966666666666667	
1	0.910805860805861	0.941818181818182	1	
0.981818181818182	0.951428571428571	0.95959595959596	0.963636363636364	
0.939377289377289	0.934615384615385	1	0.868802308802309	
0.916043956043956	0.966666666666667	0.943333333333333	0.938095238095238	
0.951428571428571	0.929761904761905	0.91	0.95	
1	1	0.937777777777778	0.863403263403263	
0.931481481481481	0.958333333333333	0.954761904761905	0.977777777777778	
0.917715617715618	0.957777777777778	0.96	0.930864197530864	
1	0.971428571428571	0.953246753246753	0.937037037037037	
0.981818181818182	0.915151515151515	1	1	
1	0.983333333333333	1	0.933100233100233	
0.94	0.945151515151515	0.977777777777778	0.90959595959596	
0.95	0.941111111111111	0.983333333333333	0.977777777777778	
0.971428571428572	0.955	1	0.946428571428571	
0.948251748251748	0.944615384615385	0.983333333333333	1	
0.981818181818182	0.898316498316498	0.971428571428572	0.975	
0.944444444444444	0.957777777777778	0.876190476190476	0.870707070707071	
0.949206349206349	0.966666666666667	0.93	0.93	
1	0.952020202020202	1	0.888484848484848	
0.916666666666667	0.977777777777778	0.966666666666667	0.971428571428572	
0.936111111111111	1	1	0.931818181818182	
0.938095238095238	0.963333333333333	0.969230769230769	0.981818181818182	
0.928246753246753	0.975	0.926029526029526	0.975	
0.881731601731602	0.91	0.962962962962963	0.93	
0.957777777777778	1	0.983333333333333	0.984615384615385	
0.983333333333333	0.982905982905983	0.98	0.91	
1	0.888095238095238	0.975	0.984615384615385	
0.932777777777778	0.975	1	0.946428571428572	
0.95	1	1	0.981818181818182	
0.981481481481482	1	0.887563025210084	0.898484848484848	
0.927948717948718	0.977777777777778	0.926666666666667	0.927777777777778	
1	0.952777777777778	0.966666666666667	1	
0.952777777777778	1	1	0.981481481481481	
1	0.904444444444444	0.912698412698413	0.983333333333333	
0.916666666666667	1	0.98	0.955	
0.955	1	0.97979797979798	0.977777777777778	
1	0.958333333333333	1	0.968253968253968	
0.893333333333333	0.98	0.933333333333333	0.944615384615385	
1	0.960683760683761	0.949206349206349	0.93	
0.969230769230769	0.881818181818182	0.983333333333333	0.931024531024531	
0.943333333333333	0.98	0.892948717948718	0.981818181818182	
1	0.915151515151515	1	0.897948717948718	
0.977777777777778	0.966666666666667	0.975	0.946666666666667	
0.865151515151515	0.942857142857143	0.975	0.957777777777778	
1	0.971428571428572	0.983333333333333	1	
1	0.938095238095238	0.966666666666667	0.975	
1	0.918095238095238	0.97979797979798	0.904761904761905	
1	0.966666666666667	0.983333333333333	0.959615384615385	
0.945726495726496	0.983333333333333	0.944230769230769	0.935	
0.95	0.916239316239316	0.944230769230769	1	
0.966666666666667	0.98	0.963636363636364	1	
1	0.981818181818182	0.961818181818182	0.98	
0.98	0.916666666666667	1	0.981818181818182	
1	0.942857142857143	0.966666666666667	0.936580086580087	
0.915151515151515	1	0.975	0.9	
0.95959595959596	0.92	0.975	0.888888888888889	
0.983333333333333	1	0.971428571428572	0.971428571428572	
0.896428571428572	0.95	0.977777777777778	0.975	
0.931818181818182	0.966666666666667	0.96	0.875815850815851	
1	0.971428571428571	0.977777777777778	0.977777777777778	
0.9	1	0.957777777777778	0.98	
0.911428571428571	1	0.983333333333333	0.96	
0.95959595959596	0.981818181818182	0.983333333333333	1	
1	0.93	1	1	
0.983333333333333	0.95959595959596	0.975	1	
1	0.971428571428571	0.981818181818182	0.931818181818182	
0.941818181818182	1	0.983333333333333	0.98	
0.935	0.981818181818182	0.975	1	
1	0.98	0.975	0.96	
0.941433566433566	0.966666666666667	1	1	
0.916666666666667	0.946428571428572	0.977777777777778	0.983333333333333	
0.937777777777778	0.975	0.96	1	
1	0.971428571428571	1	0.957777777777778	
0.961818181818182	0.963636363636364	0.917373737373737	0.981818181818182	
1	0.981818181818182	1	0.966666666666667	
0.949206349206349	0.951428571428571	0.899206349206349	0.977777777777778	
0.965811965811966	1	1	1	
1	0.983333333333333	0.981818181818182	0.964615384615385	
1	1	1	0.977777777777778	
0.941818181818182	0.946428571428572	1	0.952272727272727	
1	1	1	0.96	
0.902777777777778	0.962393162393162	0.887777777777778	0.971428571428572	
0.956043956043956	0.966666666666667	0.936507936507937	0.981818181818182	
1	1	1	0.98	
0.977777777777778	0.966666666666667	0.933333333333333	0.914761904761905	
1	0.961111111111111	1	1	
1	0.98	0.981818181818182	0.96	
1	0.971428571428572	1	0.95	
0.879230769230769	0.981818181818182	1	1	
0.96	1	0.98	0.922222222222222	
0.931818181818182	0.984615384615385	1	0.95	
0.957777777777778	0.981818181818182	1	0.981818181818182	
1	1	1	0.981481481481482	
0.981818181818182	0.96	0.971428571428572	0.984615384615385	
0.948484848484848	0.915151515151515	1	0.95	
0.898095238095238	0.971428571428571	0.96	1	
0.983333333333333	1	1	1	
0.919444444444445	1	1	1	
1	1	0.971428571428572	0.948484848484848	
0.966666666666667	0.981818181818182	1	0.933333333333333	
0.951428571428571	0.981818181818182	0.95	1	
0.925308641975309	0.919753086419753	1	0.981818181818182	
0.931481481481481	0.947530864197531	0.981818181818182	0.971428571428572	
0.98	1	0.977777777777778	0.975	
0.975	0.971428571428571	0.98	0.971428571428572	
1	1	0.963636363636364	0.955	
0.98	0.944444444444444	0.983333333333333	0.98	
0.942857142857143	0.955	0.95959595959596	1	
0.966666666666667	1	0.98	1	
1	1	0.975	1	
0.954761904761905	1	0.948484848484848	0.98	
0.96	0.948484848484848	1	0.981818181818182	
1	0.955	0.971428571428572	1	
1	1	0.965151515151515	0.931818181818182	
0.908424908424908	1	0.954761904761905	0.983333333333333	
0.96	0.910805860805861	1	0.975	
0.977777777777778	1	0.984615384615385	0.924444444444444	
0.966666666666667	1	0.966666666666667	0.96	
0.984615384615385	0.931428571428571	0.98	1	
1	0.977777777777778	1	0.975308641975309	
0.95	0.91	1	1	
0.919230769230769	0.977777777777778	0.938271604938272	1	
0.95	0.977777777777778	0.944230769230769	0.935	
0.942857142857143	1	0.941818181818182	1	
0.959615384615385	0.981818181818182	0.95	0.977777777777778	
1	1	1	0.963636363636364	
0.971428571428571	1	1	0.946666666666667	
0.983333333333333	0.975	1	0.931428571428571	
1	1	1	1	
0.983333333333333	1	1	1	
1	0.946428571428572	0.983333333333333	0.966666666666667	
1	0.971428571428572	0.981818181818182	1	
1	1	1	1	
0.95	0.975	1	1	
1	1	1	0.981818181818182	
0.957777777777778	0.983333333333333	0.977777777777778	1	
0.971428571428572	1	0.971428571428572	0.973333333333333	
0.916666666666667	0.975	1	1	
0.96	1	1	0.983333333333333	
1	1	0.981818181818182	0.971428571428572	
0.963636363636364	0.98	1	0.983333333333333	
1	0.981818181818182	0.981818181818182	1	
1	1	1	0.981818181818182	
0.933333333333333	0.977777777777778	1	1	
1	0.981481481481481	0.975	0.947008547008547	
0.949230769230769	1	1	1	
0.961818181818182	0.981818181818182	0.981818181818182	1	
0.98	1	0.983333333333333	0.983333333333333	
1	0.951428571428571	0.98	0.98	
