gamma=0.1	gamma=0.3	gamma=0.7	gamma=0.9	
0.924444444444445	0.953246753246753	1	0.95	
0.933333333333333	0.971428571428572	1	0.977777777777778	
0.983333333333333	1	1	0.968253968253968	
1	1	0.977777777777778	0.975	
0.975	1	1	0.981818181818182	
1	0.975	0.958333333333333	1	
1	1	0.953246753246753	0.973333333333333	
0.981818181818182	0.98	0.962393162393162	0.966666666666667	
0.935	0.977777777777778	1	1	
1	0.983333333333333	1	1	
1	0.977777777777778	1	0.96	
0.916666666666667	1	1	1	
0.966433566433566	1	1	0.983333333333333	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.971428571428572	0.98	0.961111111111111	
0.971428571428572	0.983333333333333	0.933246753246753	0.975	
1	1	0.983333333333333	1	
1	1	1	1	
0.984615384615385	0.962393162393162	1	1	
1	1	0.977777777777778	0.975	
1	0.966666666666667	1	1	
0.971428571428572	1	1	1	
0.96	0.981818181818182	1	0.95	
0.955	1	1	1	
1	0.944444444444444	1	1	
0.977777777777778	1	0.96	0.926666666666667	
1	1	0.975	1	
0.983333333333333	0.955151515151515	0.981818181818182	1	
1	0.975	0.971428571428572	0.984615384615385	
0.975	1	1	0.98	
0.977777777777778	0.98	0.975	0.983333333333333	
0.984615384615385	0.967948717948718	0.936580086580087	1	
1	1	0.977777777777778	0.963333333333333	
1	0.972222222222222	0.95	1	
1	0.9	1	0.981818181818182	
1	1	1	1	
1	0.981818181818182	0.966433566433566	1	
1	0.977777777777778	0.98	1	
0.971428571428571	0.963333333333333	1	1	
1	1	1	0.981818181818182	
0.975	1	1	1	
1	1	0.984615384615385	1	
1	0.98	0.966666666666667	0.983333333333333	
0.916043956043956	0.973333333333333	0.96	1	
1	1	0.966666666666667	1	
1	0.975	0.975	1	
0.949206349206349	0.977777777777778	0.975308641975309	1	
0.977777777777778	0.975	1	1	
1	0.971428571428571	0.95	0.971428571428571	
1	0.98	1	1	
0.96	0.98	1	0.95	
1	1	1	0.934615384615385	
1	1	1	1	
0.98	1	0.98	0.913095238095238	
0.96	0.966666666666667	1	1	
1	0.98	0.975	0.977777777777778	
1	0.961818181818182	1	1	
0.975308641975309	1	1	0.93	
0.941818181818182	1	0.981818181818182	0.983333333333333	
0.971428571428572	1	1	1	
0.921428571428571	1	0.957777777777778	0.977777777777778	
0.971428571428572	0.96	0.933333333333333	1	
0.98	1	0.96	1	
0.977777777777778	0.953246753246753	1	1	
1	1	0.971428571428571	0.975	
0.977777777777778	0.971428571428572	0.981818181818182	1	
0.971428571428572	0.96	1	1	
1	1	0.948251748251748	1	
1	1	1	0.981818181818182	
0.977777777777778	0.971428571428571	1	1	
0.963636363636364	1	1	0.977777777777778	
1	1	0.968253968253968	1	
0.983333333333333	1	0.975	1	
0.981818181818182	1	1	0.98	
0.981818181818182	1	1	1	
0.977777777777778	1	0.981818181818182	1	
0.971428571428572	1	1	1	
1	1	1	1	
1	1	1	0.93	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.981818181818182	0.95	1	
0.975	0.981818181818182	1	1	
1	1	0.908333333333333	1	
0.975	0.98	0.983333333333333	1	
1	1	1	1	
0.937777777777778	1	1	1	
1	1	0.981818181818182	1	
0.933333333333333	0.966666666666667	1	0.983333333333333	
1	1	0.926666666666667	0.969230769230769	
0.971428571428572	1	1	0.96	
0.981818181818182	1	1	1	
1	0.983333333333333	0.975	1	
1	0.95959595959596	1	0.966666666666667	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.98	
1	1	1	1	
0.925	0.966666666666667	1	1	
1	1	1	1	
1	0.98	1	1	
1	1	0.981818181818182	1	
1	0.966666666666667	1	0.96	
1	1	1	1	
0.964615384615385	1	1	1	
1	0.98	0.96	1	
0.977777777777778	1	1	0.983333333333333	
1	1	1	1	
1	1	1	1	
0.971428571428571	1	0.943333333333333	0.966666666666667	
0.96	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	0.955	1	0.981818181818182	
0.981818181818182	0.977777777777778	0.971428571428572	1	
1	0.969230769230769	1	0.975	
1	1	1	1	
0.983333333333333	1	0.966666666666667	1	
0.975	1	1	1	
0.937777777777778	1	1	1	
0.984615384615385	1	0.983333333333333	1	
0.977777777777778	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	0.983333333333333	1	
1	1	1	1	
1	1	0.966666666666667	1	
1	0.971428571428572	1	1	
0.95	0.886111111111111	0.94	1	
1	0.971428571428572	0.952777777777778	0.96	
0.981818181818182	1	1	0.961818181818182	
1	1	0.984615384615385	1	
0.975	1	0.981818181818182	1	
1	1	0.983333333333333	1	
1	0.945454545454546	1	0.975	
1	1	1	1	
0.966666666666667	0.971428571428572	1	1	
0.981818181818182	1	1	1	
1	0.981818181818182	1	1	
0.984615384615385	1	0.981818181818182	0.96	
0.977777777777778	1	1	1	
1	1	0.975	1	
0.966666666666667	0.975	1	0.966666666666667	
0.977777777777778	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	0.981818181818182	0.971428571428571	
1	0.966666666666667	0.944761904761905	1	
1	0.96	1	1	
1	0.966666666666667	0.971428571428571	0.96	
0.981818181818182	1	1	1	
1	1	1	1	
1	0.96	0.971428571428572	0.975	
0.983333333333333	1	1	0.98	
0.927777777777778	1	1	1	
1	1	0.981818181818182	1	
0.973333333333333	1	0.983333333333333	1	
1	1	1	0.916666666666667	
0.98	1	0.977777777777778	0.981818181818182	
1	1	1	0.95	
1	1	1	1	
1	0.96	0.977777777777778	1	
1	0.981818181818182	1	1	
1	1	0.95	1	
1	1	1	0.977777777777778	
1	0.98	1	1	
1	1	1	0.966666666666667	
1	1	1	1	
1	0.953246753246753	1	0.98	
1	1	1	1	
0.981818181818182	1	1	0.966666666666667	
1	1	1	1	
1	1	1	1	
1	1	0.963636363636364	0.95	
0.977777777777778	1	0.98	1	
1	1	0.971428571428572	0.966666666666667	
1	0.971428571428572	0.977777777777778	1	
1	1	1	1	
1	0.98	0.958333333333333	1	
1	1	0.954761904761905	1	
0.981818181818182	0.975	0.977777777777778	1	
0.975	1	1	1	
0.983333333333333	1	1	1	
1	1	0.984615384615385	1	
1	1	0.96	1	
0.975	0.95	1	0.963333333333333	
1	1	0.971428571428572	1	
1	0.977777777777778	1	1	
1	1	1	1	
1	0.975	1	0.983333333333333	
0.966666666666667	1	0.975	1	
1	1	1	1	
0.977777777777778	1	1	1	
1	1	1	1	
0.951428571428571	0.975	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.977777777777778	1	1	
1	1	0.975	1	
1	1	0.984615384615385	0.975	
1	1	1	1	
1	0.983333333333333	1	1	
1	1	0.95	1	
0.96	1	1	1	
0.975	1	1	1	
0.981818181818182	1	1	1	
1	0.934615384615385	1	1	
1	1	1	0.966666666666667	
1	1	1	1	
0.966666666666667	1	1	1	
1	1	1	1	
1	0.98	1	1	
1	1	1	1	
0.98	1	1	1	
0.966666666666667	1	1	0.981818181818182	
1	0.95	1	1	
1	1	1	1	
1	1	1	1	
0.942857142857143	1	1	1	
1	1	0.977777777777778	1	
1	1	0.96	0.977777777777778	
1	0.983333333333333	0.95	1	
0.971428571428571	1	0.975	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	0.975	
1	1	1	1	
0.98	1	0.975	1	
0.966666666666667	1	0.981818181818182	1	
1	0.981818181818182	0.981818181818182	1	
1	1	1	0.977777777777778	
0.96	1	1	0.977777777777778	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.971428571428572	
0.981818181818182	1	0.983333333333333	0.971428571428572	
1	1	1	1	
1	1	1	0.981818181818182	
1	0.983333333333333	1	1	
1	0.984615384615385	1	1	
0.961818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.981818181818182	1	
1	1	1	1	
1	1	1	1	
1	0.983333333333333	0.977777777777778	1	
1	1	1	1	
1	0.977777777777778	1	1	
1	1	0.95	1	
1	1	1	1	
1	0.977777777777778	1	0.981818181818182	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.98	1	1	
1	0.971428571428572	1	1	
1	1	1	1	
1	0.962962962962963	1	1	
1	1	1	1	
1	0.971428571428572	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.983333333333333	1	
1	1	1	1	
1	0.977777777777778	1	1	
1	1	1	0.966666666666667	
1	1	1	1	
1	1	1	1	
1	0.966666666666667	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	0.967948717948718	
1	1	1	1	
1	1	1	0.975	
1	1	1	1	
1	1	1	0.984615384615385	
0.977777777777778	0.951428571428571	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	0.956818181818182	0.96	0.975	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.983333333333333	
1	1	1	1	
1	1	1	1	
1	1	1	0.975	
1	1	1	1	
1	0.981818181818182	1	1	
1	1	1	1	
1	0.98	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.977777777777778	1	
1	0.981818181818182	1	1	
1	1	1	1	
1	0.98	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.963636363636364	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.966666666666667	1	1	
1	1	1	1	
1	0.95	1	1	
1	1	1	1	
1	1	1	0.981818181818182	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.981818181818182	1	
1	1	1	1	
0.96	1	1	1	
1	0.975	1	1	
1	1	1	1	
1	0.975	1	0.966666666666667	
1	1	1	1	
1	1	1	0.977777777777778	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.983333333333333	1	1	
0.983333333333333	0.983333333333333	1	1	
1	1	1	1	
1	1	1	0.975	
1	1	1	1	
1	1	0.971428571428572	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.975	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.981818181818182	
1	1	0.933333333333333	1	
1	1	1	1	
1	1	0.977777777777778	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.96	1	
1	1	1	1	
1	1	1	0.981818181818182	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.983333333333333	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.984615384615385	
0.937777777777778	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.984615384615385	0.98	1	1	
0.984615384615385	1	1	1	
0.971428571428572	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.977777777777778	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.975	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	1	1	0.96	
1	1	0.977777777777778	1	
1	1	1	0.977777777777778	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.977777777777778	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.975	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.977777777777778	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.95	
0.971428571428572	0.983333333333333	1	1	
1	1	1	1	
1	0.981818181818182	1	1	
1	1	1	1	
1	1	1	1	
0.977777777777778	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.981818181818182	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.977777777777778	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.971428571428572	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.966666666666667	1	
1	1	1	1	
1	1	1	1	
1	0.95	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.983333333333333	
1	1	1	1	
1	1	1	1	
1	1	0.975	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.981818181818182	1	
1	1	1	1	
1	0.977777777777778	0.971428571428572	1	
1	1	1	1	
0.96	1	1	1	
1	1	1	1	
1	1	1	0.971428571428572	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.981818181818182	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.981818181818182	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.975	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.981818181818182	1	
1	0.971428571428571	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.971428571428572	1	1	0.977777777777778	
1	0.977777777777778	1	1	
1	1	1	1	
1	1	1	1	
1	0.975	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.984615384615385	1	
1	1	1	1	
1	1	1	1	
1	1	0.984615384615385	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.98	1	
1	1	1	1	
1	1	1	1	
0.933333333333333	1	1	1	
1	1	1	1	
1	1	0.983333333333333	1	
1	1	1	1	
1	1	1	1	
1	0.971428571428572	1	0.98	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.971428571428572	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.977777777777778	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.981818181818182	1	1	
1	1	1	1	
1	1	1	1	
1	0.981818181818182	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.98	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.98	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.971428571428572	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.96	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.95	
1	1	1	1	
1	1	1	1	
0.983333333333333	1	1	1	
1	1	1	1	
1	1	0.971428571428572	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.983333333333333	1	
1	1	1	1	
1	0.975	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.95	0.977777777777778	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.975	1	1	
1	1	1	1	
1	1	1	1	
1	0.983333333333333	0.981818181818182	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.971428571428572	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.981818181818182	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.975	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.971428571428572	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.981818181818182	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.983333333333333	1	1	
1	1	1	1	
1	1	1	0.983333333333333	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.966666666666667	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.98	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	0.98	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.983333333333333	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.977777777777778	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	0.98	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0.98	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
0.966666666666667	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
