policy=(0.99999,0.9999)	policy=(0.9999,0.9999)	policy=(0.999,0.999)	policy=(0.99,0.99)	
0.457069143446852	0.825396825396825	0.953246753246753	0.726428571428571	
0.413632119514472	0.574862637362637	0.981818181818182	0.771976911976912	
0.33308313550249	0.577150818530129	0.966666666666667	0.707948717948718	
0.47047847985348	0.656200466200466	0.966666666666667	0.6204884004884	
0.453959381106448	0.797128851540616	0.928484848484848	0.844119769119769	
0.281389543029799	0.604544650396044	0.98	0.630669330669331	
0.254990734267674	0.613155937293868	0.977777777777778	0.733008658008658	
0.545454545454546	0.848095238095238	0.920634920634921	0.764119769119769	
0.375774518542528	0.660309479917323	0.977777777777778	0.68551282051282	
0.326238095238095	0.729173669467787	0.981818181818182	0.756512931512932	
0.446266390614217	0.693162393162393	0.966666666666667	0.746248196248196	
0.295790602425181	0.616812865497076	1	0.73034188034188	
0.335897435897436	0.709046100957866	0.957777777777778	0.725250305250305	
0.393212121212121	0.612698412698413	0.907008547008547	0.695639915639916	
0.184439546789291	0.791341991341991	1	0.674858474858475	
0.345997135696384	0.732097902097902	0.933333333333333	0.752857142857143	
0.202320085244349	0.649468864468864	0.971428571428572	0.729786324786325	
0.151933126749819	0.693030025530026	0.933333333333333	0.744357864357864	
0.163588896483633	0.777708711042044	0.981818181818182	0.741111111111111	
0.657477025898079	0.529108097784568	0.98	0.699285714285714	
0.445776397515528	0.748021864616292	0.98	0.788398268398269	
0.408101702219349	0.612915148576913	0.977777777777778	0.643968253968254	
0.202911603068049	0.645008565184004	0.95959595959596	0.722301587301587	
0.538892413668087	0.772491430138489	0.933246753246753	0.727393162393162	
0.513888888888889	0.563519813519813	0.971428571428572	0.648246753246753	
0.355684476166404	0.658633958633959	0.971428571428572	0.773484848484849	
0.367107769423559	0.768888888888889	0.98	0.738571428571429	
0.318303437390088	0.673443077390446	0.90952380952381	0.664064824064824	
0.376861227284956	0.800468975468975	0.971428571428572	0.692698412698413	
0.396770186335404	0.651655011655012	1	0.635555555555556	
0.477952999381571	0.796984265734266	0.942929292929293	0.817393162393162	
0.534311454311454	0.87	1	0.735151515151515	
0.540435139573071	0.699200244200244	0.957777777777778	0.703787878787879	
0.432786195286195	0.71401862026862	0.957777777777778	0.681031746031746	
0.411522633744856	0.837777777777778	0.971428571428572	0.715151515151515	
0.674042950513539	0.639434523809524	0.971428571428571	0.704685314685315	
0.278804465011362	0.758947225613892	1	0.749957264957265	
0.350265924551639	0.701465201465201	0.933333333333333	0.725620490620491	
0.404463265443302	0.806478652066887	0.977777777777778	0.745274725274725	
0.381440798874939	0.741032301032301	1	0.705238095238095	
0.395951278092297	0.6836860670194	0.920634920634921	0.686262626262626	
0.300324675324675	0.727246642246642	0.966666666666667	0.75547619047619	
0.464927536231884	0.609378374538221	0.957777777777778	0.694206349206349	
0.448258799075496	0.573825488237253	0.95959595959596	0.71512987012987	
0.196971307599933	0.86062091503268	0.971428571428572	0.741428571428571	
0.409864637849713	0.848148148148148	0.944444444444444	0.693251748251748	
0.535328706381338	0.84991341991342	0.966666666666667	0.662477522477522	
0.323838918283363	0.697603014269681	1	0.721599511599512	
0.278780414987312	0.857744107744108	0.955555555555555	0.733973248973249	
0.476671476671477	0.659442327538303	0.977777777777778	0.86531746031746	
0.317032420177074	0.799074074074074	0.948484848484849	0.682417582417582	
0.242376950780312	0.685267857142857	1	0.678888888888889	
0.324179883439314	0.675730994152047	0.938095238095238	0.693867243867244	
0.531086087070548	0.754409171075838	1	0.632539682539683	
0.400409178634985	0.964285714285714	0.93959595959596	0.816818181818182	
0.504968654128318	0.931818181818182	0.966666666666667	0.731341991341991	
0.455322455322455	0.727132391418106	0.98	0.660659340659341	
0.376800170245292	0.8195337995338	0.933246753246753	0.722121212121212	
0.46552849567034	0.886904761904762	1	0.73017094017094	
0.308239632377563	0.869135802469136	0.897691197691198	0.663821733821734	
0.445486127326598	0.781428571428571	1	0.536111111111111	
0.542252456538171	0.828102453102453	0.953246753246753	0.625873015873016	
0.382588435899132	0.81516290726817	0.961818181818182	0.670634920634921	
0.418056643450078	0.739267676767677	0.98	0.770151515151515	
0.327492752951749	0.7405772005772	0.942857142857143	0.712862137862138	
0.482708834019508	0.869206349206349	0.981818181818182	0.626010101010101	
0.633713100624865	0.814285714285714	1	0.726111111111111	
0.321717171717172	0.852941176470588	1	0.753020868020868	
0.411806827994356	0.742331002331002	1	0.671916971916972	
0.419880050505051	0.713201798201798	0.98	0.661948051948052	
0.207752423345644	0.661005661005661	0.98	0.73008436008436	
0.445754245754246	0.778664799253035	1	0.70038961038961	
0.416305916305916	0.743809523809524	0.896969696969697	0.761818181818182	
0.493133469604058	0.843461538461538	0.977777777777778	0.806731601731602	
0.282686395028954	0.870606060606061	1	0.656929181929182	
0.73660395332222	0.69714281819545	0.966666666666667	0.673650793650794	
0.363047478836952	0.930864197530864	0.977777777777778	0.762691197691198	
0.443596218596219	0.943636363636364	0.971428571428571	0.741096681096681	
0.337806637806638	0.827316644707949	1	0.660873015873016	
0.294532407943061	0.774314574314574	0.981818181818182	0.686770451770452	
0.3996336996337	0.800274725274725	0.981818181818182	0.696883116883117	
0.497250566893424	0.768484848484848	1	0.689206349206349	
0.475552987197724	0.961818181818182	0.98	0.650627705627706	
0.463245298119248	0.960683760683761	0.966666666666667	0.72534188034188	
0.427134717134717	0.876984126984127	0.881818181818182	0.815945165945166	
0.513422848338103	0.830937118437118	0.977777777777778	0.582142857142857	
0.361959028625695	0.861109116011077	0.981818181818182	0.714675324675325	
0.500017222336089	0.929230769230769	0.981818181818182	0.772953712953713	
0.693005952380952	0.833333333333333	1	0.766763236763237	
0.330404725992961	0.820620490620491	1	0.763484848484849	
0.445394122015104	0.818083151416485	0.977777777777778	0.743571428571429	
0.360740740740741	0.802477522477522	0.918095238095238	0.697564102564103	
0.48140350877193	0.87350819115525	0.963636363636364	0.555151515151515	
0.687118437118437	0.676659451659452	0.951428571428571	0.676214896214896	
0.731443994601889	0.729100529100529	0.98	0.706493506493507	
0.604819870531945	0.77	0.977777777777778	0.687301587301587	
0.500871459694989	0.84021645021645	0.891111111111111	0.62031746031746	
0.391835522087623	0.798369963369963	0.938095238095238	0.729230769230769	
0.500750036856848	0.984615384615385	0.971428571428572	0.683650793650794	
0.409675695389981	0.883333333333333	1	0.668333333333333	
0.676472431077694	0.831428571428571	0.963636363636364	0.622777777777778	
0.574794823232323	0.895261437908497	0.944444444444444	0.7197668997669	
0.488960496479293	0.920454545454546	1	0.760555555555556	
0.690499250547677	0.807797431326843	0.971428571428572	0.646659451659452	
0.562745098039216	0.756697045644414	1	0.765541125541126	
0.356266076918251	0.88	1	0.665873015873016	
0.58350900307422	0.896818181818182	1	0.710639915639916	
0.645234395234395	0.838826728826729	1	0.786414141414141	
0.390348421995427	0.850617283950617	0.957777777777778	0.693246753246753	
0.561482334869432	0.794094794094794	1	0.754343434343434	
0.488030476784276	0.920151515151515	0.949206349206349	0.653246753246753	
0.454087579087579	0.78452380952381	0.981818181818182	0.669526584526585	
0.571428571428571	0.763529657477026	0.955555555555556	0.682011322011322	
0.524397769717967	0.803713606654783	0.981818181818182	0.684206349206349	
0.396516272946479	0.815120065120065	0.961818181818182	0.639401709401709	
0.468783321941217	0.855	0.946666666666667	0.868484848484848	
0.526558328485323	0.900595238095238	0.915873015873016	0.657777777777778	
0.423920913394598	0.823961840628507	1	0.707631257631258	
0.363694067370538	0.80969474969475	0.949206349206349	0.703809523809524	
0.486206808883706	0.961111111111111	0.949206349206349	0.722061272061272	
0.491443662920743	0.957142857142857	1	0.833100233100233	
0.533037659508248	0.851433566433566	0.928484848484848	0.731542346542347	
0.419475305141079	0.860810855810856	0.971428571428572	0.704747474747475	
0.33608961128311	0.808882475549142	0.953246753246753	0.682496947496947	
0.428871548619448	0.918461538461538	1	0.663246753246753	
0.468181818181818	0.843097643097643	1	0.60991452991453	
0.376689976689977	0.906944444444444	0.937373737373737	0.687326007326007	
0.387621715352808	0.908119658119658	0.95959595959596	0.66993783993784	
0.428618011951345	0.729422799422799	0.918095238095238	0.64523088023088	
0.544497414010596	0.928484848484848	0.966666666666667	0.669206349206349	
0.4480549319259	0.937777777777778	0.926984126984127	0.704516594516595	
0.679215521320784	0.933333333333333	0.948484848484848	0.783636363636364	
0.720838420838421	0.866666666666667	0.924444444444444	0.785897435897436	
0.623809523809524	0.90959595959596	0.966666666666667	0.70507215007215	
0.500450937950938	0.805291005291005	1	0.728095238095238	
0.550207589681274	0.928246753246753	0.957777777777778	0.725519480519481	
0.635814185814186	0.853636363636364	1	0.726024531024531	
0.382880291078205	0.938271604938272	0.966666666666667	0.675726495726496	
0.448111412397127	0.861176470588235	0.966666666666667	0.733398268398268	
0.596464646464647	0.872867132867133	0.981818181818182	0.715952380952381	
0.78125	0.861706349206349	1	0.751024531024531	
0.466666666666667	0.894318181818182	0.971428571428572	0.647234432234432	
0.422834864940128	0.857894736842105	1	0.727160062160062	
0.404681247562226	0.90952380952381	0.931024531024531	0.737539682539683	
0.477213064713065	0.821048951048951	1	0.680962370962371	
0.546022106548422	0.946666666666667	0.946666666666667	0.723266178266178	
0.453540192869461	0.886190476190476	0.98	0.786678876678877	
0.597189745463403	0.946666666666667	1	0.61023088023088	
0.537380719638784	0.94	0.91991341991342	0.717857142857143	
0.581981852570088	0.84319073083779	0.946666666666667	0.691580086580087	
0.534276695526695	0.824285714285714	1	0.734747474747475	
0.586952861952862	0.918253968253968	0.944444444444444	0.82017094017094	
0.517995642701525	0.977777777777778	1	0.713953823953824	
0.555347985347985	0.936818181818182	1	0.698174603174603	
0.30013072351782	0.880833333333333	0.957777777777778	0.693650793650794	
0.341985271672772	0.876666666666667	0.977777777777778	0.760064935064935	
0.527005847953216	0.854230769230769	0.948484848484848	0.728484848484848	
0.617919271072709	0.823809523809524	0.98	0.691883116883117	
0.42772444946358	0.964615384615385	0.971428571428572	0.713787878787879	
0.455318370355135	0.851984126984127	0.915151515151515	0.615873015873016	
0.424901895490131	0.888095238095238	1	0.741390831390831	
0.430822302697303	0.964705882352941	0.98	0.717179487179487	
0.641499023851965	0.901666666666667	0.981818181818182	0.749206349206349	
0.670394736842105	0.813369963369963	0.98	0.68477910977911	
0.438413438413438	0.931428571428571	1	0.750858585858586	
0.510643233578016	0.848333333333333	1	0.759144189144189	
0.505411255411255	0.811599511599512	0.93959595959596	0.702941502941503	
0.433350104460161	0.953246753246753	1	0.697994227994228	
0.678787878787879	0.877849927849928	1	0.700937950937951	
0.747596153846154	0.907142857142857	1	0.737525252525253	
0.436602368220015	0.800634920634921	0.957777777777778	0.756818181818182	
0.583357771260997	0.938095238095238	0.977777777777778	0.713304473304473	
0.480817883097295	0.932539682539683	1	0.643787878787879	
0.480332341269841	0.842857142857143	0.963636363636364	0.688886668886669	
0.811680911680912	0.931428571428571	1	0.738316683316683	
0.465381921999569	0.890476190476191	0.971428571428571	0.622326007326007	
0.425681215336388	0.859595959595959	1	0.635	
0.525354676283469	0.897373737373737	0.95959595959596	0.591428571428571	
0.426597212311498	0.908333333333333	0.946666666666667	0.720468975468975	
0.559153882180198	0.87968031968032	1	0.639191919191919	
0.501862207590023	0.938461538461538	0.928484848484848	0.624357864357864	
0.513228689692202	0.916043956043956	1	0.673357753357753	
0.406134762530758	0.89551282051282	0.929206349206349	0.683186813186813	
0.74521249359959	0.96	0.95959595959596	0.755620490620491	
0.517313529036516	0.89	1	0.686731601731602	
0.417813803282911	0.971428571428572	0.981818181818182	0.709377289377289	
0.580438583155974	0.951428571428571	0.98	0.768675213675214	
0.559259259259259	0.880952380952381	0.977777777777778	0.62992340992341	
0.490909090909091	0.981818181818182	0.897691197691198	0.743318903318903	
0.675565175565176	0.963636363636364	0.98	0.729588744588745	
0.442016806722689	0.888888888888889	0.938095238095238	0.704230769230769	
0.661933940242764	0.955	1	0.686428571428571	
0.627385265700483	0.832929292929293	0.981818181818182	0.786024531024531	
0.557956898174289	0.939393939393939	1	0.70984126984127	
0.501452119309262	1	0.966666666666667	0.692748917748918	
0.693484848484848	0.931623931623932	0.93959595959596	0.861770451770452	
0.513371813371813	0.977777777777778	0.918095238095238	0.750620490620491	
0.402074863083635	0.904444444444444	0.942857142857143	0.787619047619048	
0.555753968253968	0.81711915535445	0.928484848484848	0.753333333333333	
0.429548777246146	0.866493506493507	0.949206349206349	0.700897435897436	
0.587279478691243	0.955	0.981818181818182	0.795644910644911	
0.625308641975309	0.951048951048951	1	0.760548340548341	
0.445767195767196	0.94973544973545	0.981818181818182	0.708357753357753	
0.648012481345815	0.882867132867133	1	0.703484848484848	
0.536893762619715	0.907126823793491	0.915873015873016	0.768424908424908	
0.587431494336865	0.936580086580087	0.961818181818182	0.691262626262626	
0.737012987012987	0.917857142857143	0.904761904761905	0.744992784992785	
0.484730956178325	0.971428571428572	1	0.636904761904762	
0.608425525092192	0.876190476190476	0.946666666666667	0.663412698412698	
0.562225428892096	0.938636363636364	1	0.706929181929182	
0.624786324786325	1	1	0.671341991341991	
0.404992697183367	0.952777777777778	0.977777777777778	0.719786324786325	
0.616891788408816	0.975	0.942857142857143	0.744918414918415	
0.455365501638321	0.9425	0.981818181818182	0.693968253968254	
0.53727059584445	0.866244866244866	0.971428571428572	0.602222222222222	
0.594203725880744	0.917857142857143	0.926984126984127	0.699747474747475	
0.659307359307359	0.946428571428572	1	0.75991341991342	
0.493564496505673	0.915	0.966666666666667	0.727049062049062	
0.534970238095238	0.977777777777778	0.949206349206349	0.716965811965812	
0.534681850407657	0.913636363636364	1	0.676103896103896	
0.538837227681041	0.86331569664903	0.971428571428572	0.723095238095238	
0.467746347983706	0.876433566433567	1	0.776190476190476	
0.407418145174613	0.969230769230769	1	0.691888111888112	
0.51338784672118	0.961818181818182	0.981818181818182	0.698398268398268	
0.622448979591837	0.915639915639916	0.98	0.76036408036408	
0.39750566893424	0.931024531024531	0.904761904761905	0.618888888888889	
0.61906850459482	0.96	0.949206349206349	0.775367965367965	
0.428432055749129	0.950617283950617	0.95959595959596	0.671984126984127	
0.490284660872896	0.797539682539683	1	0.666969696969697	
0.53266355737286	0.96	1	0.740548340548341	
0.504273504273504	0.901138367805035	0.942857142857143	0.776239316239316	
0.680260812458955	0.9625	0.98	0.708167388167388	
0.668964646464646	0.931818181818182	0.957777777777778	0.726414141414141	
0.523394868222454	0.972222222222222	0.946666666666667	0.714105339105339	
0.380632411067194	0.946433566433566	0.963636363636364	0.739357864357864	
0.637772692601068	0.98	1	0.742710622710623	
0.623260155636468	0.897857142857143	1	0.815620490620491	
0.663366750208855	0.975	0.977777777777778	0.778888888888889	
0.64282120743034	0.896580086580087	1	0.645644910644911	
0.36791165624499	0.82991341991342	0.98	0.588412698412698	
0.436388590523929	0.92	0.931024531024531	0.662857142857143	
0.566666666666667	1	0.957777777777778	0.730250305250305	
0.685555555555556	0.872222222222222	1	0.666282051282051	
0.63974358974359	0.95	0.946666666666667	0.614444444444444	
0.621248196248196	0.907407407407407	0.96	0.727215007215007	
0.391390614216701	0.941818181818182	0.966666666666667	0.818008658008658	
0.471348063701005	0.923611111111111	0.91991341991342	0.773636363636364	
0.604245651749072	0.96	0.98	0.781024531024531	
0.546913580246914	0.981818181818182	0.91991341991342	0.677564102564103	
0.569539411206078	0.871428571428571	0.942857142857143	0.653564213564214	
0.493360805860806	0.936043956043956	1	0.744139194139194	
0.423482869843023	0.968253968253968	0.977777777777778	0.694920634920635	
0.465037593984962	0.886837606837607	0.977777777777778	0.784040404040404	
0.613949646844384	0.868484848484848	0.944444444444444	0.814025974025974	
0.528965660338209	1	1	0.736176046176046	
0.632549345817712	0.95	0.966666666666667	0.697842712842713	
0.615079365079365	0.91	0.943636363636364	0.87491341991342	
0.537619236883943	0.98	0.98	0.757777777777778	
0.508503401360544	1	0.98	0.759105339105339	
0.674751718869366	0.96	0.977777777777778	0.773095238095238	
0.493592220983525	0.935555555555555	0.98	0.773246753246753	
0.690692024025357	0.904444444444444	0.98	0.812135642135642	
0.58627602556174	0.937777777777778	0.957777777777778	0.597722832722833	
0.545478595478595	0.942857142857143	0.949206349206349	0.742777777777778	
0.547273632799949	1	0.96	0.772619047619048	
0.65525649873476	0.984615384615385	0.98	0.601428571428571	
0.617272727272727	0.971428571428572	0.966666666666667	0.810707070707071	
0.546739532019704	0.923232323232323	0.957777777777778	0.604509379509379	
0.835978835978836	1	0.909523809523809	0.711195471195471	
0.545458106327672	0.971428571428571	0.948484848484848	0.654444444444444	
0.493703656922048	0.912842712842713	0.98	0.623398268398268	
0.445217224756867	0.929059829059829	0.946666666666667	0.64954822954823	
0.521217061537259	0.981818181818182	0.977777777777778	0.783100233100233	
0.819088319088319	0.943562610229277	0.943636363636364	0.671818181818182	
0.678028404344194	0.957777777777778	1	0.670409035409035	
0.561667499167499	0.863968253968254	0.981818181818182	0.675873015873016	
0.719536613272311	0.956666666666667	1	0.731428571428571	
0.721587301587302	1	0.951428571428571	0.771818181818182	
0.550792271454036	0.881818181818182	0.966666666666667	0.615810855810856	
0.459937351440619	1	0.966666666666667	0.816428571428572	
0.52008547008547	0.952777777777778	0.971428571428572	0.613484848484849	
0.470193001443001	0.963636363636364	0.966666666666667	0.611969696969697	
0.648014686337055	0.863333333333333	0.98	0.736493506493507	
0.631558541204127	1	1	0.610079365079365	
0.6244708994709	0.911111111111111	1	0.71538961038961	
0.612599206349206	0.919607843137255	0.971428571428572	0.750555555555556	
0.575384673805726	1	0.971428571428571	0.722357087357087	
0.51204333585286	0.98	0.966666666666667	0.676770451770452	
0.867063492063492	1	0.981818181818182	0.692222222222222	
0.611837658449286	0.897777777777778	1	0.66021645021645	
0.738095238095238	0.840555555555556	0.957777777777778	0.716659451659452	
0.579309116809117	0.908484848484849	0.95959595959596	0.740064935064935	
0.550465179366781	0.957777777777778	0.963636363636364	0.610873015873016	
0.669398435702784	0.981818181818182	0.93959595959596	0.700064935064935	
0.519884683642544	0.93	0.961818181818182	0.747862137862138	
0.604945054945055	0.975	1	0.642691197691198	
0.395217209690894	0.971428571428572	0.981818181818182	0.711818181818182	
0.609408793820559	0.984615384615385	0.966666666666667	0.704454434454434	
0.571739766081871	0.958333333333333	1	0.790555555555556	
0.544671812106023	0.954761904761905	0.920634920634921	0.826262626262626	
0.662650312650313	0.975	0.98	0.647380952380952	
0.495288671023965	0.96	0.977777777777778	0.687087912087912	
0.73030303030303	0.98	0.981818181818182	0.735151515151515	
0.711463844797178	1	0.981818181818182	0.719733044733045	
0.75974025974026	0.944211344211344	0.977777777777778	0.648246753246753	
0.6125042999656	0.955555555555555	0.909523809523809	0.697960927960928	
0.591003733108996	0.921969696969697	1	0.678333333333333	
0.743210840955202	1	0.977777777777778	0.784382284382284	
0.581531954887218	0.927777777777778	0.957777777777778	0.697881562881563	
0.524895572263993	0.984615384615385	1	0.788246753246753	
0.718295454545455	0.925	0.977777777777778	0.620238095238095	
0.530140692640693	0.963636363636364	1	0.70482683982684	
0.405936468309693	0.981481481481482	0.948484848484848	0.665707070707071	
0.537317874572776	1	0.971428571428572	0.666024531024531	
0.617300738477209	0.983333333333333	0.98	0.622301587301587	
0.609530175706646	1	0.981818181818182	0.653953823953824	
0.761463844797178	0.942760942760943	0.98	0.806520146520146	
0.539901960784314	0.941666666666667	0.938095238095238	0.792525252525253	
0.578835978835979	0.918095238095238	0.900634920634921	0.814761904761905	
0.722462722462722	0.868398268398268	0.971428571428572	0.703253968253968	
0.552216037930324	0.911111111111111	0.873650793650794	0.843095238095238	
0.594514064611736	0.961279461279461	0.971428571428572	0.674430014430014	
0.524587612822907	0.941111111111111	0.971428571428572	0.652842712842713	
0.555994449099288	0.975	0.981818181818182	0.675050505050505	
0.544490231990232	0.956818181818182	0.977777777777778	0.704382284382284	
0.49327701284223	0.97979797979798	0.971428571428572	0.681366411366411	
0.709379509379509	0.963333333333333	0.948484848484848	0.784444444444444	
0.58794466403162	0.907777777777778	1	0.638437118437119	
0.697204184704185	0.942857142857143	0.902453102453102	0.759290709290709	
0.583539267749794	1	0.935064935064935	0.675873015873016	
0.653164048227987	0.915873015873016	0.977777777777778	0.764040404040404	
0.651007326007326	0.915897435897436	0.938095238095238	0.703398268398268	
0.589872219329747	0.951282051282051	0.961818181818182	0.705555555555555	
0.607936507936508	1	0.977777777777778	0.675873015873016	
0.711293859649123	0.95959595959596	0.963636363636364	0.743278388278388	
0.857948717948718	0.977777777777778	0.981818181818182	0.759191919191919	
0.516529532551538	0.952020202020202	0.933333333333333	0.708424908424909	
0.816519877181642	1	1	0.748095238095238	
0.694875222816399	0.89991341991342	1	0.722710622710623	
0.603445512820513	1	0.953246753246753	0.805454545454545	
0.6875	0.941818181818182	0.966666666666667	0.669615384615385	
0.690664128899423	0.983333333333333	0.95959595959596	0.669786324786325	
0.677947052947053	0.963636363636364	0.957777777777778	0.755810855810856	
0.594611528822055	0.935897435897436	0.93959595959596	0.618650793650794	
0.656509462759463	1	1	0.721414141414141	
0.626736226736227	0.966666666666667	0.955555555555555	0.740724275724276	
0.606698564593302	0.953846153846154	1	0.731282051282051	
0.693068181818182	1	0.944444444444444	0.783901098901099	
0.65542328042328	0.961818181818182	0.953246753246753	0.736176046176046	
0.557969101799025	1	0.944444444444444	0.722390942390942	
0.663139329805996	0.898888888888889	1	0.689357864357864	
0.788194444444444	1	0.981818181818182	0.66459595959596	
0.592246173831852	0.963333333333333	1	0.683888888888889	
0.704761904761905	0.942857142857143	0.981818181818182	0.608888888888889	
0.875987933634993	1	0.98	0.607306582306582	
0.654359925788497	1	0.966666666666667	0.697929292929293	
0.663003663003663	1	1	0.627777777777778	
0.888888888888889	0.955555555555555	0.943636363636364	0.75491341991342	
0.741358024691358	1	1	0.61020202020202	
0.529077271934415	0.933333333333333	0.966666666666667	0.752715617715618	
0.835700362016152	1	1	0.706770451770452	
0.516526163894585	0.981818181818182	0.977777777777778	0.733888888888889	
0.810213243546577	0.944444444444444	0.98	0.758412698412698	
0.800240971809599	0.946428571428572	0.945454545454546	0.682049062049062	
0.703188910619251	1	1	0.756017316017316	
0.732600732600733	1	1	0.704747474747475	
0.754657687991021	0.96	1	0.697539682539683	
0.673828277749846	0.955	0.966666666666667	0.747326007326007	
0.804497354497354	0.977777777777778	1	0.648484848484848	
0.75762987012987	1	0.948484848484848	0.702393162393162	
0.890718954248366	1	0.971428571428572	0.724235764235764	
0.681367771280052	0.925	0.911111111111111	0.820567765567766	
0.555624313957647	1	0.971428571428572	0.642424242424242	
0.68998556998557	0.937777777777778	0.90952380952381	0.708992673992674	
0.71036075036075	0.951282051282051	1	0.823246753246753	
0.685236985236985	1	0.971428571428572	0.680659340659341	
0.820089786756453	1	0.971428571428571	0.779040404040404	
0.656655844155844	0.98	0.98	0.71524309024309	
0.638063492063492	1	0.98	0.697301587301587	
0.748858808507931	0.981818181818182	1	0.662056277056277	
0.764902998236332	0.975	0.981818181818182	0.681349206349206	
0.760998877665544	1	0.977777777777778	0.751043956043956	
0.687777777777778	0.977777777777778	1	0.69018315018315	
0.763787878787879	1	0.945454545454546	0.770873015873016	
0.795944135229849	0.983333333333333	0.951428571428571	0.749043179043179	
0.723311688311688	1	1	0.763100233100233	
0.773106060606061	0.98	0.963636363636364	0.70033966033966	
0.798886298886299	0.98	1	0.713766788766789	
0.709338118022329	1	1	0.730873015873016	
0.743406593406594	0.98	0.966666666666667	0.768802308802309	
0.694934640522876	0.955	1	0.653160173160173	
0.626739926739927	1	0.98	0.68482683982684	
0.713371813371813	1	1	0.730406815406816	
0.881111111111111	1	0.977777777777778	0.786116106116106	
0.717428571428571	0.981818181818182	0.955555555555556	0.690858585858586	
0.845238095238095	0.933333333333333	1	0.708398268398268	
0.777777777777778	1	0.977777777777778	0.708463203463203	
0.722790404040404	0.946428571428572	1	0.733722943722944	
0.777248677248677	0.97979797979798	1	0.689456654456654	
0.86989010989011	1	0.913333333333333	0.717987012987013	
0.755488215488216	1	0.971428571428572	0.777140637140637	
0.84710351377018	1	0.981818181818182	0.621327561327561	
0.878114478114478	0.955555555555555	1	0.725409035409035	
0.773232323232323	1	0.981818181818182	0.654119769119769	
0.801082251082251	0.981818181818182	1	0.756825396825397	
0.875829725829726	0.971428571428572	0.963636363636364	0.783913308913309	
0.914122914122914	1	1	0.658913308913309	
0.905291005291005	1	0.966666666666667	0.692222222222222	
0.791941391941392	1	0.957777777777778	0.743802308802309	
0.874074074074074	0.944444444444444	0.924444444444444	0.634761904761905	
0.865319865319865	0.966666666666667	0.966666666666667	0.635873015873016	
0.811697330447331	1	0.981818181818182	0.7402553002553	
0.711659451659452	1	1	0.688160173160173	
0.778515227462596	0.975	0.966666666666667	0.793253968253968	
