0	0	3660.32341273229	0	0	0	3810.4711810455	3772.36646923504	3734.64280454269	3927.11028357805	0	4006.84652951541	3966.77806422025	0	4129.49671133888	4088.2017442255	0	0	0	0	4129.49671133888	0	0	0	4566.09747743915	0	0	0	4658.80775169794	4705.8664158565	0	0	4658.80775169794	0	4658.80775169794	0	0	5099.85746249565	5151.37117423803	0	5255.96487525562	5203.40522650307	0	0	5151.37117423803	5099.85746249565	0	4998.37029899199	4948.38659600207	4898.90273004205	
3623.72017860497	3660.32341273229	3697.29637649727	3734.64280454269	3772.36646923504	0	3848.96078893485	0	0	3966.77806422025	0	4047.31972678324	0	4129.49671133888	4171.20879933221	0	0	4298.89013523894	4255.90123388655	4213.34222154768	4171.20879933221	4129.49671133888	4088.2017442255	4566.09747743915	4612.21967418096	4658.80775169794	4705.8664158565	0	4705.8664158565	4753.40042005707	0	4849.91370274163	4705.8664158565	4753.40042005707	4705.8664158565	0	0	5151.37117423803	5203.40522650307	0	5309.05542955113	5255.96487525562	0	0	5203.40522650307	5151.37117423803	5099.85746249565	5048.8588878707	0	0	
0	0	3660.32341273229	0	3810.4711810455	3848.96078893485	3887.83918074227	3927.11028357805	3966.77806422025	4006.84652951541	4047.31972678324	4088.2017442255	0	4171.20879933221	4213.34222154768	4255.90123388655	4298.89013523894	4342.31326791812	4298.89013523894	4255.90123388655	4213.34222154768	4171.20879933221	4566.09747743915	4612.21967418096	4658.80775169794	4705.8664158565	4753.40042005707	0	4753.40042005707	4801.41456571421	0	4898.90273004205	4849.91370274163	4801.41456571421	4658.80775169794	4612.21967418096	0	0	5255.96487525562	0	5362.68225207185	0	5255.96487525562	5203.40522650307	5255.96487525562	5203.40522650307	5151.37117423803	0	4948.38659600207	0	
3551.60814705073	3587.48297681892	3623.72017860497	0	0	0	3848.96078893485	0	0	3966.77806422025	4006.84652951541	4129.49671133888	4171.20879933221	0	4255.90123388655	0	4342.31326791812	4386.17501809911	0	0	4171.20879933221	0	4520.43650266476	0	0	0	4801.41456571421	4849.91370274163	4705.8664158565	4849.91370274163	4898.90273004205	4948.38659600207	4898.90273004205	0	0	0	5203.40522650307	5255.96487525562	5309.05542955113	0	5416.85075966854	0	5309.05542955113	5362.68225207185	5309.05542955113	5255.96487525562	5099.85746249565	5048.8588878707	4998.37029899199	0	
0	0	0	3772.36646923504	3810.4711810455	3848.96078893485	3887.83918074227	0	0	4088.2017442255	0	0	4213.34222154768	4255.90123388655	4298.89013523894	4342.31326791812	0	4430.47981626173	4386.17501809911	4342.31326791812	0	0	0	4705.8664158565	4753.40042005707	4801.41456571421	0	4898.90273004205	4658.80775169794	4612.21967418096	0	4998.37029899199	4948.38659600207	4898.90273004205	4849.91370274163	0	0	0	5362.68225207185	0	5471.56642390761	5526.83477162385	5471.56642390761	5416.85075966854	5362.68225207185	0	5048.8588878707	4998.37029899199	5151.37117423803	0	
0	4386.17501809911	4342.31326791812	0	0	3887.83918074227	3927.11028357805	3887.83918074227	0	4129.49671133888	4171.20879933221	4213.34222154768	4255.90123388655	4298.89013523894	0	4386.17501809911	4430.47981626173	4475.23213763811	0	4298.89013523894	0	4566.09747743915	4520.43650266476	0	4801.41456571421	4849.91370274163	0	4948.38659600207	0	0	0	5048.8588878707	4998.37029899199	0	0	5255.96487525562	5309.05542955113	5362.68225207185	5416.85075966854	5471.56642390761	0	5582.66138547864	0	5471.56642390761	5309.05542955113	0	0	0	5203.40522650307	5151.37117423803	
0	4430.47981626173	4475.23213763811	0	0	0	3966.77806422025	3927.11028357805	3887.83918074227	0	0	0	4298.89013523894	4342.31326791812	4386.17501809911	0	4475.23213763811	4520.43650266476	4566.09747743915	0	4566.09747743915	4612.21967418096	0	4705.8664158565	4849.91370274163	4898.90273004205	4948.38659600207	4998.37029899199	5048.8588878707	0	5151.37117423803	5099.85746249565	0	5309.05542955113	5362.68225207185	0	5255.96487525562	5416.85075966854	5471.56642390761	5526.83477162385	5582.66138547864	5639.05190452388	0	5526.83477162385	5471.56642390761	5416.85075966854	5362.68225207185	5309.05542955113	5255.96487525562	5099.85746249565	
4612.21967418096	4566.09747743915	4520.43650266476	0	3927.11028357805	3966.77806422025	4006.84652951541	4047.31972678324	4088.2017442255	4129.49671133888	4171.20879933221	4213.34222154768	4255.90123388655	0	4430.47981626173	4475.23213763811	4520.43650266476	4566.09747743915	4612.21967418096	0	4705.8664158565	4658.80775169794	0	4753.40042005707	4801.41456571421	0	0	5048.8588878707	5099.85746249565	5151.37117423803	5203.40522650307	5151.37117423803	0	5362.68225207185	5416.85075966854	0	5309.05542955113	5362.68225207185	5526.83477162385	5582.66138547864	5639.05190452388	5696.01202477159	5639.05190452388	5582.66138547864	5526.83477162385	5471.56642390761	0	5255.96487525562	0	5048.8588878707	
4658.80775169794	4612.21967418096	0	4612.21967418096	4658.80775169794	4612.21967418096	0	4006.84652951541	0	4088.2017442255	4129.49671133888	4171.20879933221	4213.34222154768	0	0	0	4475.23213763811	0	4658.80775169794	4705.8664158565	4753.40042005707	4801.41456571421	0	0	0	0	5048.8588878707	5099.85746249565	0	0	5255.96487525562	5203.40522650307	5255.96487525562	5309.05542955113	5471.56642390761	5203.40522650307	5255.96487525562	0	0	0	0	5753.54749976929	0	0	0	5416.85075966854	0	5203.40522650307	0	4998.37029899199	
4705.8664158565	4658.80775169794	0	0	4705.8664158565	0	4520.43650266476	0	0	4047.31972678324	4088.2017442255	0	0	4213.34222154768	4255.90123388655	4298.89013523894	4520.43650266476	4566.09747743915	4612.21967418096	0	4801.41456571421	4849.91370274163	4898.90273004205	4948.38659600207	4998.37029899199	5048.8588878707	5099.85746249565	5151.37117423803	5203.40522650307	5255.96487525562	5309.05542955113	0	0	0	5526.83477162385	0	0	5696.01202477159	0	0	5870.36781937484	5811.6641411811	5753.54749976929	0	0	0	0	0	0	4948.38659600207	
